NAMESPACE                       NAME                                                  IMAGE REPOSITORY                                                                                                                        TAGS                                                           UPDATED
branch-transaction-api-ppd      branch-transaction-parameter-api                      default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-api-ppd/branch-transaction-parameter-api                 latest,1.0.2,1.0.1,1.0.0,0.0.4,0.0.1                           8 days ago
branch-transaction-api-ppd      branchtrx-consumer                                    default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-api-ppd/branchtrx-consumer                               1.0.3,latest,1.0.2,1.0.1,1.0.0                                 2 weeks ago
branch-transaction-api-ppd      branchtrx-omni                                        default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-api-ppd/branchtrx-omni                                   latest,1.0.7,1.0.6,1.0.5,1.0.4,1.0.3 + 3 more...               31 hours ago
branch-transaction-api-ppd      cashmaintenance-be                                    default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-api-ppd/cashmaintenance-be                               latest,1.0.13,1.0.12,1.0.11,1.0.9,1.0.8 + 8 more...            23 hours ago
branch-transaction-api-ppd      cashmaintenance-consumer                              default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-api-ppd/cashmaintenance-consumer                         1.0.2,latest,1.0.1,1.0.0                                       2 weeks ago
branch-transaction-api-ppd      cashmaintenance-omni                                  default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-api-ppd/cashmaintenance-omni                             latest,1.0.2,1.0.1,1.0.0                                       7 days ago
branch-transaction-api-ppd      customeridentification-api                            default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-api-ppd/customeridentification-api                       latest,1.0.4,1.0.3,1.0.2,1.0.1                                 2 weeks ago
branch-transaction-api-ppd      customeridentification-omni                           default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-api-ppd/customeridentification-omni                      latest,1.0.1,1.0.0                                             2 weeks ago
branch-transaction-api-ppd      dotnet-21-runtime-rhel7                               default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-api-ppd/dotnet-21-runtime-rhel7                          latest                                                         4 weeks ago
branch-transaction-api-ppd      ede-gateway                                           default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-api-ppd/ede-gateway                                      1.0.3,latest,1.0.2,1.0.1,1.0.0,0.0.5 + 4 more...               4 weeks ago
branch-transaction-api-ppd      limit25k-checker                                      default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-api-ppd/limit25k-checker                                 latest,1.0.4,1.0.3                                             2 weeks ago
branch-transaction-api-ppd      limitteller-checker                                   default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-api-ppd/limitteller-checker                              1.0.2,latest,1.0.0                                             2 weeks ago
branch-transaction-api-ppd      miscellaneous-api                                     default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-api-ppd/miscellaneous-api                                latest,1.0.7.7,1.0.7.6,1.0.7.5,1.0.7.4 + 9 more...             2 weeks ago
branch-transaction-api-ppd      miscellaneous-omni                                    default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-api-ppd/miscellaneous-omni                               1.0.3,latest,1.0.2,1.0.1,1.0.0,0.0.2 + 1 more...               11 days ago
branch-transaction-api-ppd      slipgenerator-consumer                                default-route-openshift-image-registry.apps.np.ocbcnisp.com/branch-transaction-api-ppd/slipgenerator-consumer                           latest,1.0.4,1.0.3,1.0.2,1.0.1,1.0.0                           2 weeks ago
